Contracts, disc 0.03, temp0 1322.685, tau 2.1, luc removal, Wpt fitted, 2025-2125. Solve status Optimal. Total revenue 0.06865131985571615
Year,Agriculture mtC,Black_walnut_10 mhectares,Black_walnut_150 mhectares,Black_walnut_55 mhectares,C2F6 kt,CF4 kt,CH4 mt,Carbon mtC,HFC125 kt,HFC134a kt,HFC143a kt,Loblolly_pine_10 mhectares,Loblolly_pine_150 mhectares,Loblolly_pine_24 mhectares,N2O mt,Ponderosa_pine_10 mhectares,Ponderosa_pine_103 mhectares,Ponderosa_pine_150 mhectares,SF6 kt,Seaweed mt,Agriculture % max bid,Black_walnut_10 % max bid,Black_walnut_150 % max bid,Black_walnut_55 % max bid,C2F6 % max bid,CF4 % max bid,CH4 % max bid,Carbon % max bid,HFC125 % max bid,HFC134a % max bid,HFC143a % max bid,Loblolly_pine_10 % max bid,Loblolly_pine_150 % max bid,Loblolly_pine_24 % max bid,N2O % max bid,Ponderosa_pine_10 % max bid,Ponderosa_pine_103 % max bid,Ponderosa_pine_150 % max bid,SF6 % max bid,Seaweed % max bid,Agriculture $M/mtC,Black_walnut_10 $M/mhectares,Black_walnut_150 $M/mhectares,Black_walnut_55 $M/mhectares,C2F6 $M/kt,CF4 $M/kt,CH4 $M/mt,Carbon $M/mtC,HFC125 $M/kt,HFC134a $M/kt,HFC143a $M/kt,Loblolly_pine_10 $M/mhectares,Loblolly_pine_150 $M/mhectares,Loblolly_pine_24 $M/mhectares,N2O $M/mt,Ponderosa_pine_10 $M/mhectares,Ponderosa_pine_103 $M/mhectares,Ponderosa_pine_150 $M/mhectares,SF6 $M/kt,Seaweed $M/mt,temp change,Capt pi
2025.0,513.1705,0.0,0.0,0.0,5.3983,12.2168,142.19242,9369.6276,89.349,173.879,64.3741,0.0,0.0,0.0,0.066,0.0,0.77777778,0.22222222,2.2441,727.06233,0.13513551383403566,0.0,0.0,0.0,1.0000000005557301,0.9999999997544367,0.5468939230685093,0.9157342679047447,0.9999999999776161,1.0000000000230045,0.9999999999378634,0.0,0.0,0.0,0.009039857553759769,0.0,0.0350000001350001,0.009999999910000027,1.0000000003119291,1.000000000330095,0.55216903,21.021552,1892.8958,360.36625,-143.13385,-69.861555,-71.154407,-26.69103,-15.505785,-4.261285,-26.891918,34.218479,988.75761,161.0355,-4388.1512,17.340952,3894.5881,4191.5596,-266.8777,0.55216903,1309.712431,.
2026.0,513.1705,0.0,0.0,0.0,5.3983,12.2168,142.19242,9369.6276,89.349,173.879,64.3741,0.0,0.0,0.0,0.048,0.0,0.88888889,0.33333333,2.2441,727.06233,0.13513551383403566,0.0,0.0,0.0,1.0000000005557301,0.9999999997544372,0.5468939230685094,0.915734267904744,0.9999999999776156,1.0000000000230052,0.999999999937863,0.0,0.0,0.0,0.0065744418572798325,0.0,0.04000000009000011,0.014999999865000042,1.0000000003119287,1.000000000330095,0.55456955,22.201227,1912.2316,373.84526,-142.87459,-68.088757,-71.47714,-26.69103,-13.997228,-4.2900928,-21.705735,35.902402,1015.8555,163.96039,-4404.3634,18.319624,3928.4029,4207.725,-256.47847,0.55456955,1314.1855289,.
2027.0,513.1705,0.0,0.0,0.0,5.3983,12.2168,131.41534,9308.8091,89.349,173.879,64.3741,0.0,0.0,0.0,0.03,0.0,1.0,0.44444444,2.2441,727.06233,0.13513551383403566,0.0,0.0,0.0,1.0000000005557308,0.9999999997544362,0.5054436153768391,0.9097902126071148,0.9999999999776156,1.0000000000230047,0.999999999937863,0.0,0.0,0.0,0.0041090261607998925,0.0,0.04500000004500013,0.019999999820000055,1.0000000003119291,1.000000000330095,0.5568763,23.222108,1931.5036,391.14999,-143.19633,-67.373727,-72.125697,-26.69103,-13.595271,-4.3017653,-24.63092,37.366821,1043.5988,170.47501,-4423.2718,19.166385,3956.8275,4222.2205,-262.00422,0.5568763,1319.6422087,.
2028.0,513.1705,0.0,0.0,0.0,5.3983,12.2168,131.41534,9308.8091,89.349,173.879,64.3741,0.0,0.0,0.0,0.009,0.0,1.1111111,0.55555555,2.2441,727.06233,0.13513551383403566,0.0,0.0,0.0,1.0000000005557308,0.9999999997544362,0.5054436153768395,0.9097902126071172,0.999999999977615,1.0000000000230047,0.9999999999378634,0.0,0.0,0.0,0.0012327078482399683,0.0,0.04999999955000014,0.02499999977500007,1.0000000003119287,1.000000000330095,0.55928875,24.0555,1950.7285,410.12619,-142.67602,-67.234881,-72.720678,-26.69103,-13.574659,-4.3425423,-26.356684,38.572286,1072.0413,178.7222,-4443.255,19.857403,3984.8313,4234.8845,-264.9134,0.55928875,1325.6407348,.
2029.0,513.1705,0.0,0.0,0.0,5.3983,12.2168,131.41534,9233.6803,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.3333333,0.66666667,2.2441,727.06233,0.13513551383403566,0.0,0.0,0.0,1.0000000005557304,0.9999999997544368,0.5054436153768389,0.9024475497390013,0.9999999999776166,1.0000000000230043,0.999999999937863,0.0,0.0,0.0,0.0,0.0,0.05999999856000017,0.030000000180000087,1.0000000003119291,1.000000000330095,0.71827689,24.678311,1969.9417,429.81378,-142.57908,-72.432619,-73.483175,-26.69103,-18.076234,-4.894412,-26.961407,39.488383,1101.0921,187.76405,-4463.305,20.373458,4012.1658,4245.8885,-265.96963,0.71827689,1331.9462506,.
2030.0,513.1705,0.0,0.11111111,0.0,5.3983,12.2168,131.41534,9233.6803,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.4444444,0.66666667,2.2441,727.06233,0.13513551383403566,0.0,0.004999999955000014,0.0,1.0000000005557304,0.9999999997544361,0.5054436153768392,0.9024475497390053,0.9999999999776159,1.0000000000230047,0.9999999999378636,0.0,0.0,0.0,0.0,0.0,0.06499999806500019,0.030000000180000087,1.0000000003119291,1.000000000330095,0.8537292,25.147638,1989.1033,450.05428,-142.53443,-69.143498,-73.912772,-26.69103,-15.531158,-4.6132415,-26.927929,40.174064,1130.8309,197.44553,-4475.5561,20.762439,4031.7942,4255.3425,-266.01191,0.8537292,1338.378105,.
2031.0,513.1705,0.0,0.22222222,0.0,5.3983,12.2168,131.41534,9233.6803,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.5555556,0.77777778,2.2441,727.06233,0.1351355138340357,0.0,0.009999999910000027,0.0,1.0000000005557306,0.9999999997544367,0.5054436153768395,0.9024475497390035,0.9999999999776155,1.0000000000230052,0.9999999999378634,0.0,0.0,0.0,0.0,0.0,0.07000000207000019,0.0350000001350001,1.0000000003119294,1.000000000330095,0.91449916,25.520345,2008.6143,470.8535,-142.81758,-73.29509,-74.612183,-26.69103,-19.065321,-5.0288729,-32.61228,40.702399,1162.0403,207.87064,-4492.532,21.071723,4047.1515,4261.996,-266.54504,0.91449916,1351.194775,.
2032.0,513.1705,0.0,0.33333333,0.0,5.3983,12.2168,131.41534,9165.7067,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.6666667,0.88888889,2.2441,727.06233,0.13513551383403566,0.0,0.014999999865000042,0.0,1.000000000555731,0.9999999997544368,0.5054436153768394,0.8958041955428521,0.9999999999776161,1.0000000000230045,0.999999999937863,0.0,0.0,0.0,0.0,0.0,0.07500000157500021,0.04000000009000011,1.000000000311929,1.000000000330095,0.94610275,25.817793,2028.0315,492.19518,-142.67377,-69.585342,-75.233364,-26.69103,-15.952295,-4.6975874,-29.769758,41.11118,1194.072,219.00338,-4503.5933,21.318859,4058.6101,4266.8456,-266.4041,0.94610275,1357.549765,.
2033.0,513.1705,0.0,0.44444444,0.0,5.3983,12.2168,131.41534,9165.7067,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.7777778,1.0,2.2441,727.06233,0.13513551383403563,0.0,0.019999999820000055,0.0,1.000000000555731,0.9999999997544362,0.5054436153768394,0.8958041955428506,0.9999999999776161,1.0000000000230045,0.9999999999378634,0.0,0.0,0.0,0.0,0.0,0.08000000108000023,0.04500000004500013,1.000000000311928,1.000000000330095,0.97313082,26.048108,2047.4229,514.10681,-142.86365,-73.665684,-76.025069,-26.69103,-19.409884,-5.1090844,-33.708827,41.419755,1226.9172,230.89062,-4520.6064,21.510399,4061.3851,4270.5449,-266.36846,0.97313082,1412.591335,.
2034.0,513.1705,0.0,0.55555555,0.0,5.3983,12.2168,122.1155,9108.4658,89.349,173.879,64.3741,0.0,0.0,0.0,0.0,0.0,1.8888889,1.1111111,2.2441,727.06233,0.1351355138340357,0.0,0.02499999977500007,0.0,1.0000000005557304,0.9999999997544371,0.4696749999927745,0.8902097945812059,0.9999999999776151,1.0000000000230047,0.9999999999378636,0.0,0.0,0.0,0.0,0.0,0.08500000058500023,0.04999999955000014,1.0000000003119285,1.000000000330095,0.99646223,26.219384,2066.8447,536.50435,-142.91303,-75.790568,-76.689582,-26.69103,-21.197562,-5.3155245,-36.026025,41.645984,1261.9893,243.57231,-4540.1677,21.652918,4063.0907,4273.9966,-266.78569,0.99646223,1420.419762,.
