Tau search, disc 0.03, temp0 971.25, tau 1.7, ffi removal, Wpt fitted, 2025-2125. Solve status Optimal. Total revenue 0.004532744344032835
Year,Agriculture mtC,Black_walnut_10 mhectares,Black_walnut_150 mhectares,Black_walnut_55 mhectares,C2F6 kt,CF4 kt,CH4 mt,Carbon mtC,HFC125 kt,HFC134a kt,HFC143a kt,Loblolly_pine_10 mhectares,Loblolly_pine_150 mhectares,Loblolly_pine_24 mhectares,N2O mt,Ponderosa_pine_10 mhectares,Ponderosa_pine_103 mhectares,Ponderosa_pine_150 mhectares,SF6 kt,Seaweed mtC,Agriculture % max bid,Black_walnut_10 % max bid,Black_walnut_150 % max bid,Black_walnut_55 % max bid,C2F6 % max bid,CF4 % max bid,CH4 % max bid,Carbon % max bid,HFC125 % max bid,HFC134a % max bid,HFC143a % max bid,Loblolly_pine_10 % max bid,Loblolly_pine_150 % max bid,Loblolly_pine_24 % max bid,N2O % max bid,Ponderosa_pine_10 % max bid,Ponderosa_pine_103 % max bid,Ponderosa_pine_150 % max bid,SF6 % max bid,Seaweed % max bid,Agriculture $M/mtC,Black_walnut_10 $M/mhectares,Black_walnut_150 $M/mhectares,Black_walnut_55 $M/mhectares,C2F6 $M/kt,CF4 $M/kt,CH4 $M/mt,Carbon $M/mtC,HFC125 $M/kt,HFC134a $M/kt,HFC143a $M/kt,Loblolly_pine_10 $M/mhectares,Loblolly_pine_150 $M/mhectares,Loblolly_pine_24 $M/mhectares,N2O $M/mt,Ponderosa_pine_10 $M/mhectares,Ponderosa_pine_103 $M/mhectares,Ponderosa_pine_150 $M/mhectares,SF6 $M/kt,Seaweed $M/mtC,temp change,Capt pi
2025.0,600.5,1.22221,1.1111,1.66665,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.22221,1.55554,1.55554,0.571,1.33332,1.99998,0.99999,2.2441,0.0,0.15813034891375907,0.054999999999999986,0.04999999999999999,0.07499999999999998,1.0000000005557308,0.9999999997544363,0.5955010769139155,0.9527972072609856,0.9999999999776161,1.000000000023005,0.999999999937863,0.054999999999999986,0.06999999999999998,0.06999999999999998,0.07820846459389132,0.05999999999999999,0.08999999999999998,0.04499999999999999,1.000000000311929,0.0,9.1775709,221.96105,3241.3869,1806.7377,-57.307336,-26.858807,-30.397628,-14.770188,-5.9536904,-1.8465317,-11.882378,351.92933,3450.5606,1511.7427,-1840.6354,183.31817,5384.6893,5452.7035,-107.49273,9.1775709,1096.22332,.
2026.0,600.5,1.33332,1.22221,1.77776,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.33332,1.77776,1.66665,0.547,1.33332,2.11109,1.1111,2.2441,0.0,0.15813034891375904,0.05999999999999999,0.054999999999999986,0.07999999999999999,1.000000000555731,0.9999999997544367,0.5955010769139155,0.9527972072609843,0.9999999999776159,1.0000000000230043,0.9999999999378631,0.05999999999999999,0.07999999999999999,0.07499999999999998,0.07492124366525141,0.05999999999999999,0.09499999999999997,0.04999999999999999,1.000000000311929,0.0,9.1814298,221.99871,3229.4308,1811.3742,-57.250966,-26.590739,-30.458854,-14.775318,-5.7306797,-1.853252,-7.3714654,351.98553,3459.4335,1519.3577,-1849.2482,183.34935,5345.3655,5408.7095,-98.622631,9.1814298,1136.63771,.
2027.0,600.5,1.55554,1.33332,1.88887,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.55554,1.88887,1.77776,0.523,1.55554,2.2222,1.22221,2.2441,0.0,0.15813034891375907,0.06999999999999998,0.05999999999999999,0.08499999999999998,1.0000000005557308,0.9999999997544365,0.5955010769139154,0.9527972072609879,0.9999999999776154,1.0000000000230052,0.9999999999378634,0.06999999999999998,0.08499999999999998,0.07999999999999999,0.0716340227366115,0.06999999999999998,0.09999999999999998,0.054999999999999986,1.0000000003119278,0.0,9.1847724,224.10516,3217.2316,1815.9739,-57.284359,-26.42563,-30.85041,-14.779758,-5.5987398,-1.8531199,-11.373239,356.36094,3467.8941,1526.4342,-1858.253,185.06527,5304.3423,5363.8894,-106.46909,9.1847724,1150.4559299999999,.
2028.0,600.5,1.66665,1.44443,2.11109,5.3983,12.2168,154.83028,9691.6079,89.349,173.879,64.3741,1.77776,1.99998,1.99998,0.507,1.66665,2.33331,1.22221,2.2441,0.0,0.1581303489137591,0.07499999999999998,0.06499999999999999,0.09499999999999997,1.0000000005557301,0.9999999997544371,0.5955010769139154,0.9472027965259073,0.9999999999776156,1.0000000000230045,0.9999999999378628,0.07999999999999999,0.08999999999999998,0.08999999999999998,0.0694425421175182,0.07499999999999998,0.10499999999999998,0.054999999999999986,1.0000000003119294,0.0,9.1874885,226.80007,3204.6354,1823.8352,-57.246318,-26.293574,-31.096751,-14.783361,-5.4878703,-1.8532017,-11.606766,361.64465,3476.1086,1532.9716,-1867.6114,187.26692,5258.7404,5318.2778,-106.91429,9.1874885,1163.99641,.
2029.0,600.5,1.88887,1.44443,2.2222,5.3983,12.2168,154.83028,9691.6079,89.349,173.879,64.3741,1.88887,2.11109,2.11109,0.486,1.88887,2.33331,1.33332,2.2441,0.0,0.1581303489137591,0.08499999999999998,0.06499999999999999,0.09999999999999998,1.0000000005557308,0.9999999997544368,0.5955010769139153,0.9472027965259073,0.9999999999776154,1.0000000000230045,0.9999999999378636,0.08499999999999998,0.09499999999999997,0.09499999999999997,0.06656622380495832,0.08499999999999998,0.10499999999999998,0.05999999999999999,1.0000000003119283,0.0,9.1898669,229.67058,3191.7818,1832.108,-57.234793,-31.211441,-31.517791,-14.786513,-9.6439184,-2.3253662,-11.764901,366.87967,3483.9066,1538.971,-1877.1645,189.62154,5212.4632,5271.9673,-107.21729,9.1898669,1178.2776199999998,.
2030.0,600.5,2.11109,1.55554,2.33331,5.3983,12.2168,154.83028,9691.6079,89.349,173.879,64.3741,2.11109,2.33331,2.2222,0.465,2.11109,2.44442,1.44443,2.2441,0.0,0.15813034891375904,0.09499999999999997,0.06999999999999998,0.10499999999999998,1.0000000005557308,0.9999999997544365,0.5955010769139155,0.9472027965259068,0.9999999999776162,1.0000000000230047,0.999999999937863,0.09499999999999997,0.10499999999999998,0.09999999999999998,0.06368990549239838,0.09499999999999997,0.10999999999999997,0.06499999999999999,1.0000000003119287,0.0,9.1918606,232.62983,3178.5936,1840.627,-57.225973,-26.828167,-31.598793,-14.789153,-5.9480236,-1.9131803,-11.88027,371.85246,3491.2949,1544.4335,-1879.3012,192.05948,5165.0142,5224.4617,-107.44688,9.1918606,1193.4046899999998,.
2031.0,600.5,2.2222,1.66665,2.55553,5.3983,12.2168,154.83028,9691.6079,89.349,173.879,64.3741,2.33331,2.44442,2.44442,0.444,2.2222,2.55553,1.44443,2.2441,0.0,0.15813034891375902,0.09999999999999998,0.07499999999999998,0.11499999999999998,1.0000000005557312,0.9999999997544367,0.5955010769139155,0.947202796525907,0.9999999999776166,1.0000000000230045,0.9999999999378631,0.10499999999999998,0.10999999999999997,0.10999999999999997,0.06081358717983842,0.09999999999999998,0.11499999999999998,0.06499999999999999,1.0000000003119285,0.0,9.1936715,235.60867,3165.4397,1849.5135,-57.266011,-31.501855,-32.004003,-14.791549,-9.8917978,-2.3611862,-16.473352,376.39959,3498.3641,1549.3593,-1888.0242,194.52347,5114.7226,5174.09,-107.43182,9.1936715,1209.44243,.
2032.0,600.5,2.44442,1.77776,2.77775,5.3983,12.2168,154.83028,9634.367,89.349,173.879,64.3741,2.44442,2.55553,2.55553,0.426,2.44442,2.66664,1.55554,2.2441,0.0,0.15813034891375907,0.10999999999999997,0.07999999999999999,0.12499999999999999,1.0000000005557306,0.9999999997544368,0.5955010769139153,0.9416083955642588,0.9999999999776155,1.0000000000230047,0.9999999999378631,0.10999999999999997,0.11499999999999998,0.11499999999999998,0.05834817148335851,0.10999999999999997,0.11999999999999998,0.06999999999999998,1.000000000311929,0.0,9.1951982,238.60031,3151.8901,1858.4823,-57.292994,-27.048344,-32.258692,-14.793567,-6.1373514,-1.9344457,-12.551673,380.49868,3505.0152,1553.7493,-1889.7287,197.0093,5063.7045,5122.9683,-107.58056,9.1951982,1225.50844,.
2033.0,600.5,2.66664,1.88887,2.88886,5.3983,12.2168,154.83028,9634.367,89.349,173.879,64.3741,2.66664,2.77775,2.77775,0.408,2.66664,2.77775,1.66665,2.2441,0.0,0.1581303489137591,0.11999999999999998,0.08499999999999998,0.12999999999999998,1.0000000005557315,0.9999999997544361,0.5955010769139155,0.9416083955642603,0.9999999999776155,1.0000000000230047,0.9999999999378631,0.11999999999999998,0.12499999999999999,0.12499999999999999,0.05588275578687855,0.11999999999999998,0.12499999999999999,0.07499999999999998,1.0000000003119291,0.0,9.1965105,241.19699,3137.6825,1867.1523,-57.282682,-31.573336,-32.681968,-14.795302,-9.9543722,-2.3699807,-16.907287,383.93555,3511.0365,1557.469,-1898.1476,199.16984,5011.8007,5070.9375,-107.5828,9.1965105,1243.5588699999998,.
2034.0,600.5,2.88886,1.99998,3.11108,5.3983,12.2168,154.83028,9634.367,89.349,173.879,64.3741,2.88886,2.88886,2.88886,0.384,2.88886,2.88886,1.77776,2.2441,0.0,0.15813034891375907,0.12999999999999998,0.08999999999999998,0.13999999999999996,1.0000000005557308,0.9999999997544365,0.5955010769139153,0.9416083955642585,0.9999999999776154,1.0000000000230038,0.9999999999378628,0.12999999999999998,0.12999999999999998,0.12999999999999998,0.05259553485823867,0.12999999999999998,0.12999999999999998,0.07999999999999999,1.0000000003119294,0.0,9.19768,243.28336,3122.5229,1875.35,-57.281892,-32.056752,-32.947398,-14.796846,-10.362249,-2.4149259,-17.341084,386.65811,3516.6544,1560.4785,-1907.1668,200.9067,4958.9491,5017.9353,-107.58368,9.19768,1262.9621499999998,.
