Figs3-5, disc 0.03, temp0 971.25, tau 1.5, ffi removal, Wpt fitted, 2025-2125. Solve status Optimal. Total revenue 0.02421394852788694
Year,Agriculture mtC,Black_walnut_10 mhectares,Black_walnut_150 mhectares,Black_walnut_55 mhectares,C2F6 kt,CF4 kt,CH4 mt,Carbon mtC,HFC125 kt,HFC134a kt,HFC143a kt,Loblolly_pine_10 mhectares,Loblolly_pine_150 mhectares,Loblolly_pine_24 mhectares,N2O mt,Ponderosa_pine_10 mhectares,Ponderosa_pine_103 mhectares,Ponderosa_pine_150 mhectares,SF6 kt,Seaweed mt,Agriculture % max bid,Black_walnut_10 % max bid,Black_walnut_150 % max bid,Black_walnut_55 % max bid,C2F6 % max bid,CF4 % max bid,CH4 % max bid,Carbon % max bid,HFC125 % max bid,HFC134a % max bid,HFC143a % max bid,Loblolly_pine_10 % max bid,Loblolly_pine_150 % max bid,Loblolly_pine_24 % max bid,N2O % max bid,Ponderosa_pine_10 % max bid,Ponderosa_pine_103 % max bid,Ponderosa_pine_150 % max bid,SF6 % max bid,Seaweed % max bid,Agriculture $M/mtC,Black_walnut_10 $M/mhectares,Black_walnut_150 $M/mhectares,Black_walnut_55 $M/mhectares,C2F6 $M/kt,CF4 $M/kt,CH4 $M/mt,Carbon $M/mtC,HFC125 $M/kt,HFC134a $M/kt,HFC143a $M/kt,Loblolly_pine_10 $M/mhectares,Loblolly_pine_150 $M/mhectares,Loblolly_pine_24 $M/mhectares,N2O $M/mt,Ponderosa_pine_10 $M/mhectares,Ponderosa_pine_103 $M/mhectares,Ponderosa_pine_150 $M/mhectares,SF6 $M/kt,Seaweed $M/mt,temp change,Capt pi
2025.0,600.43735,0.88888889,0.77777778,1.2222222,5.3983,12.2168,154.83028,9816.8225,89.349,173.879,64.3741,0.88888889,1.1111111,1.1111111,0.688,0.88888889,1.5555556,0.66666667,2.2441,727.06233,0.1581158890025766,0.04000000009000011,0.0350000001350001,0.05499999905500016,1.0000000005557308,0.9999999997544365,0.5955010769139153,0.959440561457139,0.9999999999776156,1.0000000000230045,0.9999999999378634,0.04000000009000011,0.04999999955000014,0.04999999955000014,0.09423366662101092,0.04000000009000011,0.07000000207000019,0.030000000180000087,1.0000000003119287,1.000000000330095,8.3333309,201.75867,2921.3639,1597.3007,-48.45694,-22.158291,-25.226816,-12.499996,-4.5257248,-1.5380231,-9.8841868,319.9271,3064.9878,1335.2114,-1529.519,166.63229,4839.7302,4948.5902,-90.408131,8.3333309,974.0576858999999,.
2026.0,600.43735,1.0,0.88888889,1.3333333,5.3983,12.2168,154.83028,9816.8225,89.349,173.879,64.3741,1.0,1.2222222,1.2222222,0.666,1.0,1.6666667,0.77777778,2.2441,727.06233,0.1581158890025766,0.04500000004500013,0.04000000009000011,0.05999999856000017,1.0000000005557306,0.9999999997544368,0.5955010769139153,0.9594405614571391,0.9999999999776156,1.0000000000230054,0.9999999999378628,0.04500000004500013,0.05499999905500016,0.05499999905500016,0.09122038076975761,0.04500000004500013,0.07500000157500021,0.0350000001350001,1.0000000003119296,1.000000000330095,8.3422718,201.82229,2911.2448,1602.4669,-48.119304,-22.150192,-25.233618,-12.513408,-4.5043854,-1.5362199,-5.216685,320.0245,3072.4835,1340.3586,-1537.4754,166.68491,4799.1793,4907.2111,-81.281071,8.3422718,978.9569826,.
2027.0,600.43735,1.1111111,0.88888889,1.4444444,5.3983,12.2168,154.83028,9816.8225,89.349,173.879,64.3741,1.1111111,1.3333333,1.3333333,0.646,1.1111111,1.6666667,0.88888889,2.2441,727.06233,0.1581158890025766,0.04999999955000014,0.04000000009000011,0.06499999806500019,1.0000000005557308,0.9999999997544365,0.5955010769139154,0.9594405614571382,0.9999999999776162,1.0000000000230045,0.9999999999378638,0.04999999955000014,0.05999999856000017,0.05999999856000017,0.08848102999589111,0.04999999955000014,0.07500000157500021,0.04000000009000011,1.0000000003119285,1.000000000330095,8.34602,202.777,2900.9208,1608.2751,-48.003764,-22.064954,-25.605575,-12.51903,-4.5011322,-1.528042,-9.7958212,321.97923,3079.8837,1345.1798,-1545.3208,167.46327,4757.6311,4864.7446,-90.263095,8.34602,985.1309799999999,.
2028.0,600.43735,1.3333333,1.0,1.5555556,5.3983,12.2168,154.83028,9816.8225,89.349,173.879,64.3741,1.3333333,1.5555556,1.4444444,0.626,1.3333333,1.7777778,0.88888889,2.2441,727.06233,0.1581158890025766,0.05999999856000017,0.04500000004500013,0.07000000207000019,1.000000000555731,0.9999999997544368,0.5955010769139153,0.9594405614571394,0.9999999999776155,1.0000000000230045,0.9999999999378631,0.05999999856000017,0.07000000207000019,0.06499999806500019,0.08574167922202446,0.05999999856000017,0.08000000108000023,0.04000000009000011,1.000000000311929,1.000000000330095,8.3474701,203.7224,2890.3402,1614.2451,-48.040649,-22.042318,-25.795549,-12.521205,-4.507475,-1.5246986,-9.7972461,323.77685,3087.1456,1349.6842,-1553.1936,168.23685,4715.5224,4821.6233,-90.228289,8.3474701,992.0531129999999,.
2029.0,600.43735,1.4444444,1.1111111,1.6666667,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.4444444,1.6666667,1.5555556,0.598,1.4444444,1.8888889,1.0,2.2441,727.06233,0.15811588900257656,0.06499999806500019,0.04999999955000014,0.07500000157500021,1.0000000005557308,0.9999999997544361,0.5955010769139155,0.9527972072609847,0.9999999999776156,1.0000000000230047,0.9999999999378631,0.06499999806500019,0.07500000157500021,0.07000000207000019,0.08190658813861122,0.06499999806500019,0.08500000058500023,0.04500000004500013,1.0000000003119287,1.000000000330095,8.3488858,204.65563,2879.4533,1620.3569,-47.999196,-27.051071,-26.17025,-12.523329,-8.7065929,-2.0118624,-9.822473,325.41364,3094.2459,1353.8709,-1561.1897,169.00392,4672.8912,4777.9156,-90.309863,8.3488858,1019.6726299999999,.
2030.0,600.43735,1.5555556,1.2222222,1.7777778,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.5555556,1.7777778,1.6666667,0.58,1.5555556,2.0,1.1111111,2.2441,727.06233,0.1581158890025766,0.07000000207000019,0.05499999905500016,0.08000000108000023,1.0000000005557308,0.9999999997544368,0.5955010769139154,0.9527972072609869,0.9999999999776158,1.0000000000230045,0.9999999999378636,0.07000000207000019,0.08000000108000023,0.07500000157500021,0.07944117244213131,0.07000000207000019,0.09000000009000025,0.04999999955000014,1.000000000311929,1.000000000330095,8.3505979,205.58532,2868.2869,1627.1503,-48.010154,-22.043397,-26.176903,-12.525897,-4.4137413,-1.5306123,-9.7988717,326.90848,3101.2481,1357.728,-1561.4913,169.77148,4629.7397,4733.6553,-90.181763,8.3505979,1051.973397,.
2031.0,600.43735,1.6666667,1.3333333,2.0,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.6666667,1.8888889,1.8888889,0.555,1.6666667,2.1111111,1.1111111,2.2441,727.06233,0.1581158890025766,0.07500000157500021,0.05999999856000017,0.09000000009000025,1.0000000005557304,0.9999999997544369,0.5955010769139154,0.9527972072609873,0.9999999999776154,1.0000000000230045,0.9999999999378631,0.07500000157500021,0.08500000058500023,0.08500000058500023,0.07601698397479803,0.07500000157500021,0.09499999959500027,0.04999999955000014,1.0000000003119294,1.000000000330095,8.3533785,207.40005,2856.8652,1634.5687,-47.955046,-27.019465,-26.551736,-12.530068,-8.6837693,-2.0075322,-14.438719,330.11303,3108.1041,1361.2476,-1569.4069,171.26259,4586.0254,4688.805,-90.114486,8.3533785,1086.02296,.
2032.0,600.43735,1.8888889,1.4444444,2.1111111,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,1.8888889,2.0,2.0,0.539,1.8888889,2.1111111,1.2222222,2.2441,727.06233,0.15811588900257656,0.08500000058500023,0.06499999806500019,0.09499999959500027,1.0000000005557301,0.9999999997544368,0.5955010769139154,0.9527972072609853,0.9999999999776168,1.0000000000230043,0.9999999999378631,0.08500000058500023,0.09000000009000025,0.09000000009000025,0.0738255033557048,0.08500000058500023,0.09499999959500027,0.05499999905500016,1.0000000003119285,1.000000000330095,8.358923,209.2318,2845.2658,1641.9952,-48.215748,-22.086962,-26.745236,-12.538385,-4.5185522,-1.5378506,-9.8831351,333.07587,3114.8276,1364.4309,-1569.8952,172.77386,4541.5565,4643.0897,-90.164399,8.358923,1120.84007,.
2033.0,600.43735,2.0,1.4444444,2.3333333,5.3983,12.2168,154.83028,9748.8489,89.349,173.879,64.3741,2.0,2.2222222,2.1111111,0.515,2.0,2.2222222,1.2222222,2.2441,727.06233,0.15811588900257656,0.09000000009000025,0.06499999806500019,0.1049999986050003,1.0000000005557308,0.9999999997544361,0.5955010769139155,0.9527972072609865,0.9999999999776159,1.000000000023004,0.9999999999378636,0.09000000009000025,0.09999999910000028,0.09499999959500027,0.07053828242706489,0.09000000009000025,0.09999999910000028,0.05499999905500016,1.0000000003119285,1.000000000330095,8.3631973,210.88275,2833.2373,1649.5065,-48.036786,-27.137214,-27.120905,-12.544796,-8.7330311,-2.0222773,-14.58647,335.65353,3121.3577,1367.2237,-1577.9434,174.13831,4496.4398,4596.6396,-90.201116,8.3631973,1153.68363,.
2034.0,600.43735,2.2222222,1.5555556,2.4444444,5.3983,12.2168,154.83028,9691.6079,89.349,173.879,64.3741,2.2222222,2.3333333,2.2222222,0.493,2.2222222,2.3333333,1.3333333,2.2441,727.06233,0.1581158890025766,0.09999999910000028,0.07000000207000019,0.10999999811000032,1.0000000005557312,0.9999999997544365,0.5955010769139154,0.9472027965259051,0.9999999999776155,1.0000000000230047,0.9999999999378631,0.09999999910000028,0.1049999986050003,0.09999999910000028,0.06752499657581158,0.09999999910000028,0.1049999986050003,0.05999999856000017,1.0000000003119294,1.000000000330095,8.3658201,212.35327,2820.7837,1657.2904,-47.935604,-27.143785,-27.310859,-12.54873,-8.7396229,-2.0159256,-14.54991,337.84635,3127.7066,1369.6354,-1585.9166,175.35629,4450.6702,4549.4528,-90.317525,8.3658201,1207.4631,.
